school_name,nces_school_id,district,metro,state,entity_type,school_level,school_url,main_office_phone,main_office_email,principal_name,principal_title,principal_email,principal_phone,counselor_name,counselor_email,media_specialist_name,media_specialist_email,coach_name,coach_email,coach_role,sources,people_last_verified_at,status
Pickens County Junior High School,130411002048,Pickens County Schools,Atlanta,GA,traditional,middle,,(706)253-1830,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Tate Elementary School,130411002591,Pickens County Schools,Atlanta,GA,traditional,elementary,,(706)253-1860,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Blackshear Elementary School,130414001809,Pierce County Schools,Waycross,GA,traditional,elementary,,(912)449-2088,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Midway Elementary School,130414003994,Pierce County Schools,Waycross,GA,traditional,elementary,,(912)807-0084,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Patterson Elementary School,130414001494,Pierce County Schools,Waycross,GA,traditional,elementary,,(912)647-5373,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Pierce County High School,130414001915,Pierce County Schools,Waycross,GA,traditional,high,,(912)449-2055,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Pierce County Middle School,130414001808,Pierce County Schools,Waycross,GA,traditional,middle,,(912)449-2077,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Pike County Elementary School,130417001042,Pike County School District,Atlanta,GA,traditional,elementary,,(770)567-4444,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Pike County High School,130417000546,Pike County School District,Atlanta,GA,traditional,high,https://build.pike.k12.ga.us/,(770)567-8770,,Chad Kollert,Principal,kollerc@pike.k12.ga.us,(770)567-8770,,,,,,,,"PCS Handbook 2025-2026 (Pike County High School Chad Kollert, kollerc@pike.k12.ga.us); 2025-2026 School Profile Principal Chad Kollert; GreatSchools school-leader email KOLLERC@PIKE.K12.GA.US",2026-09-07,verified
Pike County Middle School,130417001496,Pike County School District,Atlanta,GA,traditional,middle,,(770)567-3353,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Pike County Primary School,130417001495,Pike County School District,Atlanta,GA,traditional,elementary,,(770)567-8443,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Zebulon High School,130417004235,Pike County School District,Atlanta,GA,traditional,high,https://build.pike.k12.ga.us/,(770)567-2960,,Lindsay Busby,Principal,busbyl@pike.k12.ga.us,(770)567-2960,,,,,,,,"ZHS Student Handbook FY26 (Lindsay Busby, Principal); PCS Handbook 2025-2026 lists Dr. Lindsay Busby busbyl@pike.k12.ga.us (also Ninth Grade Academy); district high-school-teachers-staff page ZHS contact 770-567-2960",2026-09-07,verified
Cedartown High School,130420001510,Polk County Schools,Cedartown,GA,traditional,high,,(770)748-0490,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Cedartown Middle School,130420002594,Polk County Schools,Cedartown,GA,traditional,middle,,(770)749-8850,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Cherokee Elementary School,130420001916,Polk County Schools,Cedartown,GA,traditional,elementary,,(770)748-5614,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Eastside Elementary School,130420001500,Polk County Schools,Cedartown,GA,traditional,elementary,,(770)684-5335,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Harpst Academy,130420003614,Polk County Schools,Cedartown,GA,traditional,other,,(770)748-1500,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Northside Elementary,130420002010,Polk County Schools,Cedartown,GA,traditional,elementary,,(770)748-4932,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Rockmart High School,130420001509,Polk County Schools,Cedartown,GA,traditional,high,,(770)684-5432,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Rockmart Middle School,130420003442,Polk County Schools,Cedartown,GA,traditional,middle,,(678)757-1479,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Van Wert Elementary School,130420003939,Polk County Schools,Cedartown,GA,traditional,elementary,,(770)684-2237,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Westside Elementary School,130420001499,Polk County Schools,Cedartown,GA,traditional,elementary,,(770)748-0831,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Youngs Grove Elementary School,130420004001,Polk County Schools,Cedartown,GA,traditional,elementary,,(770)748-3821,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Hawkinsville High School,130422001514,Pulaski County Schools,Rural Middle Georgia,GA,traditional,high,,(478)783-7210,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Pulaski County Elementary School,130422001513,Pulaski County Schools,Rural Middle Georgia,GA,traditional,elementary,,(478)783-7275,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Pulaski County Middle School,130422001045,Pulaski County Schools,Rural Middle Georgia,GA,traditional,middle,,(478)783-7215,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Putnam County Elementary School,130426003867,Putnam County Schools,Rural Middle Georgia,GA,traditional,elementary,,(706)485-5312,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Putnam County High School,130426003882,Putnam County Schools,Rural Middle Georgia,GA,traditional,high,,(706)485-9971,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Putnam County Middle School,130426003878,Putnam County Schools,Rural Middle Georgia,GA,traditional,middle,,(706)485-8547,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Putnam County Primary School,130426003919,Putnam County Schools,Rural Middle Georgia,GA,traditional,elementary,,(706)485-5141,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Quitman County Elementary,130429001518,Quitman County Schools,Eufaula,GA,traditional,elementary,,(229)334-4298,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Quitman County High School,130429003850,Quitman County Schools,Eufaula,GA,traditional,high,,(229)334-4298,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Rabun County Elementary School,130432001519,Rabun County Schools,Rural NE Georgia,GA,traditional,elementary,,(706)782-3116,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Rabun County High School,130432001520,Rabun County Schools,Rural NE Georgia,GA,traditional,high,,(706)782-4526,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Rabun County Middle School,130432002425,Rabun County Schools,Rural NE Georgia,GA,traditional,middle,,(706)782-5470,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Rabun County Primary School,130432004136,Rabun County Schools,Rural NE Georgia,GA,traditional,elementary,,(706)782-3831,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Randolph Clay High School,130435002427,Randolph County Schools,Rural SW Georgia,GA,traditional,high,,(229)732-2101,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Randolph County Elementary School,130435001524,Randolph County Schools,Rural SW Georgia,GA,traditional,elementary,,(229)732-3794,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Randolph County Middle School,130435002426,Randolph County Schools,Rural SW Georgia,GA,traditional,middle,,(229)732-2790,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Academy of Richmond County High School,130438001528,Richmond County School System,Augusta,GA,traditional,high,https://arc.rcboe.org/,(706)737-7152,,Dr. Travis Wiggins,Principal,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://resources.finalsite.net/images/v1776949485/rcboeorg/roi7tvhv74zvknen2yyd/2025-2026SchoolDirectory_1.pdf|https://arc.rcboe.org/about-us|https://www.rcboe.org/schools/high-schools,2026-09-07,verified
Barton Chapel Elementary School,130438001552,Richmond County School System,Augusta,GA,traditional,elementary,,(706)796-4955,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Bayvale Elementary School,130438001541,Richmond County School System,Augusta,GA,traditional,elementary,,(706)737-7255,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Belair K-8 School,130438004312,Richmond County School System,Augusta,GA,traditional,elementary,,(706)821-2766,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Blythe Elementary School,130438001532,Richmond County School System,Augusta,GA,traditional,elementary,,(706)592-4090,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Butler High School,130438001562,Richmond County School System,Augusta,GA,traditional,high,https://butler.rcboe.org/,(706)796-4959,,Dr. Valerie Squire-Kelly,Principal,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://resources.finalsite.net/images/v1776949485/rcboeorg/roi7tvhv74zvknen2yyd/2025-2026SchoolDirectory_1.pdf|https://butler.rcboe.org/about-us|https://www.rcboe.org/schools/high-schools,2026-09-07,verified
Copeland Elementary School,130438001551,Richmond County School System,Augusta,GA,traditional,elementary,,(706)737-7228,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Cross Creek High School,130438002339,Richmond County School System,Augusta,GA,traditional,high,https://crosscreek.rcboe.org/,(706)772-8140,,Dr. David Yancey,Principal,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://crosscreek.rcboe.org/about-us|https://www.rcboe.org/schools/high-schools,2026-09-07,verified
Davidson Magnet School,130438001567,Richmond County School System,Augusta,GA,traditional,high,https://davidson.rcboe.org/,(706)823-6924,,Dr. Renee Kelly,Principal,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://resources.finalsite.net/images/v1776949485/rcboeorg/roi7tvhv74zvknen2yyd/2025-2026SchoolDirectory_1.pdf|https://davidson.rcboe.org/about-us,2026-09-07,verified
Deer Chase Elementary School,130438003662,Richmond County School System,Augusta,GA,traditional,elementary,,(706)772-6240,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Diamond Lakes Elementary School,130438003701,Richmond County School System,Augusta,GA,traditional,elementary,,(706)771-2881,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Dorothy Hains Elementary School,130438001570,Richmond County School System,Augusta,GA,traditional,elementary,,(706)796-4918,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Freedom Park Elementary,130438002596,Richmond County School System,Augusta,GA,traditional,elementary,,(706)796-8428,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Garrett Elementary School,130438001561,Richmond County School System,Augusta,GA,traditional,elementary,,(706)737-7222,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Glenn Hills Elementary School,130438001550,Richmond County School System,Augusta,GA,traditional,elementary,,(706)796-4942,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Glenn Hills High School,130438001536,Richmond County School System,Augusta,GA,traditional,high,https://ghhs.rcboe.org/,(706)796-4924,,Valeria Smith,Principal,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://resources.finalsite.net/images/v1776949485/rcboeorg/roi7tvhv74zvknen2yyd/2025-2026SchoolDirectory_1.pdf|https://ghhs.rcboe.org/about-us|https://www.rcboe.org/schools/high-schools,2026-09-07,verified
Glenn Hills Middle School,130438001817,Richmond County School System,Augusta,GA,traditional,middle,,(706)796-4705,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Goshen Elementary School,130438000569,Richmond County School System,Augusta,GA,traditional,elementary,,(706)796-4646,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
Gracewood Elementary School,130438001530,Richmond County School System,Augusta,GA,traditional,elementary,,(706)796-4969,,,,,,,,,,,,,https://educationdata.urban.org/api/v1/schools/ccd/directory/2023/?fips=13|https://nces.ed.gov/ccd/|https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form,,stub
